granule,start,end,cloud_cover,size_mb,download_nc
EMIT_L2B_MIN_001_20230226T054912_2305704_032,2023-02-26T05:49:12.000Z,2023-02-26T05:49:34.000Z,1,154.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230226T054912_2305704_032/EMIT_L2B_MIN_001_20230226T054912_2305704_032.nc
EMIT_L2B_MIN_001_20230327T090005_2308606_004,2023-03-27T09:00:05.000Z,2023-03-27T09:00:17.000Z,1,92.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230327T090005_2308606_004/EMIT_L2B_MIN_001_20230327T090005_2308606_004.nc
EMIT_L2B_MIN_001_20230404T055015_2309404_004,2023-04-04T05:50:15.000Z,2023-04-04T05:50:27.000Z,1,98.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230404T055015_2309404_004/EMIT_L2B_MIN_001_20230404T055015_2309404_004.nc
EMIT_L2B_MIN_001_20230404T055126_2309404_010,2023-04-04T05:51:26.000Z,2023-04-04T05:51:38.000Z,1,93.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230404T055126_2309404_010/EMIT_L2B_MIN_001_20230404T055126_2309404_010.nc
EMIT_L2B_MIN_001_20230417T100431_2310707_041,2023-04-17T10:04:31.000Z,2023-04-17T10:04:43.000Z,1,88.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230417T100431_2310707_041/EMIT_L2B_MIN_001_20230417T100431_2310707_041.nc
EMIT_L2B_MIN_001_20230425T065048_2311505_043,2023-04-25T06:50:48.000Z,2023-04-25T06:51:00.000Z,1,99.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230425T065048_2311505_043/EMIT_L2B_MIN_001_20230425T065048_2311505_043.nc
EMIT_L2B_MIN_001_20230425T065100_2311505_044,2023-04-25T06:51:00.000Z,2023-04-25T06:51:19.000Z,1,160.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230425T065100_2311505_044/EMIT_L2B_MIN_001_20230425T065100_2311505_044.nc
EMIT_L2B_MIN_001_20230429T051144_2311903_025,2023-04-29T05:11:44.000Z,2023-04-29T05:11:56.000Z,1,106.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230429T051144_2311903_025/EMIT_L2B_MIN_001_20230429T051144_2311903_025.nc
EMIT_L2B_MIN_001_20230527T085304_2314706_009,2023-05-27T08:53:04.000Z,2023-05-27T08:53:16.000Z,1,95.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230527T085304_2314706_009/EMIT_L2B_MIN_001_20230527T085304_2314706_009.nc
EMIT_L2B_MIN_001_20230531T071445_2315105_007,2023-05-31T07:14:45.000Z,2023-05-31T07:14:57.000Z,1,100.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230531T071445_2315105_007/EMIT_L2B_MIN_001_20230531T071445_2315105_007.nc
EMIT_L2B_MIN_001_20230603T062601_2315405_010,2023-06-03T06:26:01.000Z,2023-06-03T06:26:13.000Z,1,103.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230603T062601_2315405_010/EMIT_L2B_MIN_001_20230603T062601_2315405_010.nc
EMIT_L2B_MIN_001_20230603T062624_2315405_012,2023-06-03T06:26:24.000Z,2023-06-03T06:26:36.000Z,1,100.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230603T062624_2315405_012/EMIT_L2B_MIN_001_20230603T062624_2315405_012.nc
EMIT_L2B_MIN_001_20230607T044653_2315803_006,2023-06-07T04:46:53.000Z,2023-06-07T04:47:05.000Z,1,97.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230607T044653_2315803_006/EMIT_L2B_MIN_001_20230607T044653_2315803_006.nc
EMIT_L2B_MIN_001_20230607T044717_2315803_008,2023-06-07T04:47:17.000Z,2023-06-07T04:47:29.000Z,1,100.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230607T044717_2315803_008/EMIT_L2B_MIN_001_20230607T044717_2315803_008.nc
EMIT_L2B_MIN_001_20230607T044753_2315803_011,2023-06-07T04:47:53.000Z,2023-06-07T04:48:04.000Z,1,95.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230607T044753_2315803_011/EMIT_L2B_MIN_001_20230607T044753_2315803_011.nc
EMIT_L2B_MIN_001_20230610T035712_2316103_005,2023-06-10T03:57:12.000Z,2023-06-10T03:57:23.000Z,1,97.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230610T035712_2316103_005/EMIT_L2B_MIN_001_20230610T035712_2316103_005.nc
EMIT_L2B_MIN_001_20230621T080028_2317205_039,2023-06-21T08:00:28.000Z,2023-06-21T08:00:40.000Z,1,101.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230621T080028_2317205_039/EMIT_L2B_MIN_001_20230621T080028_2317205_039.nc
EMIT_L2B_MIN_001_20230806T051546_2321804_010,2023-08-06T05:15:46.000Z,2023-08-06T05:15:58.000Z,1,99.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230806T051546_2321804_010/EMIT_L2B_MIN_001_20230806T051546_2321804_010.nc
EMIT_L2B_MIN_001_20230901T035252_2324403_018,2023-09-01T03:52:52.000Z,2023-09-01T03:53:03.000Z,1,90.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230901T035252_2324403_018/EMIT_L2B_MIN_001_20230901T035252_2324403_018.nc
EMIT_L2B_MIN_001_20230930T065650_2327305_004,2023-09-30T06:56:50.000Z,2023-09-30T06:57:02.000Z,1,79.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230930T065650_2327305_004/EMIT_L2B_MIN_001_20230930T065650_2327305_004.nc
EMIT_L2B_MIN_001_20230930T065737_2327305_008,2023-09-30T06:57:37.000Z,2023-09-30T06:57:49.000Z,1,85.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230930T065737_2327305_008/EMIT_L2B_MIN_001_20230930T065737_2327305_008.nc
EMIT_L2B_MIN_001_20230930T065801_2327305_010,2023-09-30T06:58:01.000Z,2023-09-30T06:58:13.000Z,1,89.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230930T065801_2327305_010/EMIT_L2B_MIN_001_20230930T065801_2327305_010.nc
EMIT_L2B_MIN_001_20231003T061016_2327604_010,2023-10-03T06:10:16.000Z,2023-10-03T06:10:28.000Z,1,90.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231003T061016_2327604_010/EMIT_L2B_MIN_001_20231003T061016_2327604_010.nc
EMIT_L2B_MIN_001_20231004T052118_2327704_003,2023-10-04T05:21:18.000Z,2023-10-04T05:21:30.000Z,1,79.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231004T052118_2327704_003/EMIT_L2B_MIN_001_20231004T052118_2327704_003.nc
EMIT_L2B_MIN_001_20231004T052142_2327704_005,2023-10-04T05:21:42.000Z,2023-10-04T05:21:54.000Z,1,80.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231004T052142_2327704_005/EMIT_L2B_MIN_001_20231004T052142_2327704_005.nc
EMIT_L2B_MIN_001_20231004T052205_2327704_007,2023-10-04T05:22:05.000Z,2023-10-04T05:22:17.000Z,1,84.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231004T052205_2327704_007/EMIT_L2B_MIN_001_20231004T052205_2327704_007.nc
EMIT_L2B_MIN_001_20231007T043350_2328003_007,2023-10-07T04:33:50.000Z,2023-10-07T04:34:02.000Z,1,91.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231007T043350_2328003_007/EMIT_L2B_MIN_001_20231007T043350_2328003_007.nc
EMIT_L2B_MIN_001_20231007T043438_2328003_011,2023-10-07T04:34:38.000Z,2023-10-07T04:34:49.000Z,1,99.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231007T043438_2328003_011/EMIT_L2B_MIN_001_20231007T043438_2328003_011.nc
EMIT_L2B_MIN_001_20231018T084202_2329106_040,2023-10-18T08:42:02.000Z,2023-10-18T08:42:14.000Z,1,99.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231018T084202_2329106_040/EMIT_L2B_MIN_001_20231018T084202_2329106_040.nc
EMIT_L2B_MIN_001_20231025T061904_2329804_030,2023-10-25T06:19:04.000Z,2023-10-25T06:19:16.000Z,1,99.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231025T061904_2329804_030/EMIT_L2B_MIN_001_20231025T061904_2329804_030.nc
EMIT_L2B_MIN_001_20231029T044355_2330203_017,2023-10-29T04:43:55.000Z,2023-10-29T04:44:07.000Z,1,85.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231029T044355_2330203_017/EMIT_L2B_MIN_001_20231029T044355_2330203_017.nc
EMIT_L2B_MIN_001_20231203T061007_2333704_008,2023-12-03T06:10:07.000Z,2023-12-03T06:10:19.000Z,1,96.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231203T061007_2333704_008/EMIT_L2B_MIN_001_20231203T061007_2333704_008.nc
EMIT_L2B_MIN_001_20231225T061008_2335904_003,2023-12-25T06:10:08.000Z,2023-12-25T06:10:28.000Z,1,175.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231225T061008_2335904_003/EMIT_L2B_MIN_001_20231225T061008_2335904_003.nc
EMIT_L2B_MIN_001_20240430T034407_2412103_002,2024-04-30T03:44:07.000Z,2024-04-30T03:44:19.000Z,1,94.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240430T034407_2412103_002/EMIT_L2B_MIN_001_20240430T034407_2412103_002.nc
EMIT_L2B_MIN_001_20240430T034443_2412103_005,2024-04-30T03:44:43.000Z,2024-04-30T03:44:55.000Z,1,95.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240430T034443_2412103_005/EMIT_L2B_MIN_001_20240430T034443_2412103_005.nc
EMIT_L2B_MIN_001_20240607T033330_2415903_007,2024-06-07T03:33:30.000Z,2024-06-07T03:33:42.000Z,1,108.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240607T033330_2415903_007/EMIT_L2B_MIN_001_20240607T033330_2415903_007.nc
EMIT_L2B_MIN_001_20240607T033342_2415903_008,2024-06-07T03:33:42.000Z,2024-06-07T03:33:54.000Z,1,105.7,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240607T033342_2415903_008/EMIT_L2B_MIN_001_20240607T033342_2415903_008.nc
EMIT_L2B_MIN_001_20240610T024444_2416202_009,2024-06-10T02:44:44.000Z,2024-06-10T02:44:56.000Z,1,104.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240610T024444_2416202_009/EMIT_L2B_MIN_001_20240610T024444_2416202_009.nc
EMIT_L2B_MIN_001_20240624T060546_2417604_016,2024-06-24T06:05:46.000Z,2024-06-24T06:06:06.000Z,1,174.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20240624T060546_2417604_016/EMIT_L2B_MIN_001_20240624T060546_2417604_016.nc
EMIT_L2B_MIN_001_20241004T042638_2427803_011,2024-10-04T04:26:38.000Z,2024-10-04T04:26:50.000Z,1,85.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20241004T042638_2427803_011/EMIT_L2B_MIN_001_20241004T042638_2427803_011.nc
EMIT_L2B_MIN_001_20241017T084057_2429106_015,2024-10-17T08:40:57.000Z,2024-10-17T08:41:09.000Z,1,88.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20241017T084057_2429106_015/EMIT_L2B_MIN_001_20241017T084057_2429106_015.nc
EMIT_L2B_MIN_001_20241203T044933_2433804_007,2024-12-03T04:49:33.000Z,2024-12-03T04:49:45.000Z,1,84.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20241203T044933_2433804_007/EMIT_L2B_MIN_001_20241203T044933_2433804_007.nc
EMIT_L2B_MIN_001_20250201T045800_2503204_007,2025-02-01T04:58:00.000Z,2025-02-01T04:58:12.000Z,1,80.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250201T045800_2503204_007/EMIT_L2B_MIN_001_20250201T045800_2503204_007.nc
EMIT_L2B_MIN_001_20250214T090917_2504506_005,2025-02-14T09:09:17.000Z,2025-02-14T09:09:29.000Z,1,81.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250214T090917_2504506_005/EMIT_L2B_MIN_001_20250214T090917_2504506_005.nc
EMIT_L2B_MIN_001_20250215T082019_2504606_001,2025-02-15T08:20:19.000Z,2025-02-15T08:20:31.000Z,1,88.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250215T082019_2504606_001/EMIT_L2B_MIN_001_20250215T082019_2504606_001.nc
EMIT_L2B_MIN_001_20250403T045531_2509303_006,2025-04-03T04:55:31.000Z,2025-04-03T04:55:51.000Z,1,153.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250403T045531_2509303_006/EMIT_L2B_MIN_001_20250403T045531_2509303_006.nc
EMIT_L2B_MIN_001_20250413T095821_2510306_019,2025-04-13T09:58:21.000Z,2025-04-13T09:58:33.000Z,1,101.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250413T095821_2510306_019/EMIT_L2B_MIN_001_20250413T095821_2510306_019.nc
EMIT_L2B_MIN_001_20250418T073559_2510805_026,2025-04-18T07:35:59.000Z,2025-04-18T07:36:11.000Z,1,89.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250418T073559_2510805_026/EMIT_L2B_MIN_001_20250418T073559_2510805_026.nc
EMIT_L2B_MIN_001_20250523T091131_2514306_002,2025-05-23T09:11:31.000Z,2025-05-23T09:11:51.000Z,1,169.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20250523T091131_2514306_002/EMIT_L2B_MIN_001_20250523T091131_2514306_002.nc
EMIT_L2B_MIN_001_20251203T044110_2533703_009,2025-12-03T04:41:10.000Z,2025-12-03T04:41:29.000Z,1,173.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20251203T044110_2533703_009/EMIT_L2B_MIN_001_20251203T044110_2533703_009.nc
EMIT_L2B_MIN_001_20260123T081039_2602305_025,2026-01-23T08:10:39.000Z,2026-01-23T08:10:51.000Z,1,89.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260123T081039_2602305_025/EMIT_L2B_MIN_001_20260123T081039_2602305_025.nc
EMIT_L2B_MIN_001_20260127T064035_2602704_013,2026-01-27T06:40:35.000Z,2026-01-27T06:40:49.000Z,1,122.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260127T064035_2602704_013/EMIT_L2B_MIN_001_20260127T064035_2602704_013.nc
EMIT_L2B_MIN_001_20260416T083123_2610605_048,2026-04-16T08:31:23.000Z,2026-04-16T08:31:39.000Z,1,151.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260416T083123_2610605_048/EMIT_L2B_MIN_001_20260416T083123_2610605_048.nc
EMIT_L2B_MIN_001_20260417T074334_2610705_041,2026-04-17T07:43:34.000Z,2026-04-17T07:43:46.000Z,1,123.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260417T074334_2610705_041/EMIT_L2B_MIN_001_20260417T074334_2610705_041.nc
EMIT_L2B_MIN_001_20260420T065847_2611004_033,2026-04-20T06:58:47.000Z,2026-04-20T06:58:59.000Z,1,112.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260420T065847_2611004_033/EMIT_L2B_MIN_001_20260420T065847_2611004_033.nc
EMIT_L2B_MIN_001_20260420T065911_2611004_035,2026-04-20T06:59:11.000Z,2026-04-20T06:59:23.000Z,1,118.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260420T065911_2611004_035/EMIT_L2B_MIN_001_20260420T065911_2611004_035.nc
EMIT_L2B_MIN_001_20260420T065923_2611004_036,2026-04-20T06:59:23.000Z,2026-04-20T06:59:44.000Z,1,190.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260420T065923_2611004_036/EMIT_L2B_MIN_001_20260420T065923_2611004_036.nc
EMIT_L2B_MIN_001_20260424T052554_2611403_016,2026-04-24T05:25:54.000Z,2026-04-24T05:26:05.000Z,1,122.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260424T052554_2611403_016/EMIT_L2B_MIN_001_20260424T052554_2611403_016.nc
EMIT_L2B_MIN_001_20260425T043859_2611503_012,2026-04-25T04:38:59.000Z,2026-04-25T04:39:19.000Z,1,176.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260425T043859_2611503_012/EMIT_L2B_MIN_001_20260425T043859_2611503_012.nc
EMIT_L2B_MIN_001_20260527T070943_2614705_003,2026-05-27T07:09:43.000Z,2026-05-27T07:10:01.000Z,1,166.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260527T070943_2614705_003/EMIT_L2B_MIN_001_20260527T070943_2614705_003.nc
EMIT_L2B_MIN_001_20260627T033341_2617802_004,2026-06-27T03:33:41.000Z,2026-06-27T03:33:53.000Z,1,127.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20260627T033341_2617802_004/EMIT_L2B_MIN_001_20260627T033341_2617802_004.nc
EMIT_L2B_MIN_001_20230201T062323_2303205_006,2023-02-01T06:23:23.000Z,2023-02-01T06:23:35.000Z,2,85.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230201T062323_2303205_006/EMIT_L2B_MIN_001_20230201T062323_2303205_006.nc
EMIT_L2B_MIN_001_20230204T053519_2303504_001,2023-02-04T05:35:19.000Z,2023-02-04T05:35:31.000Z,2,92.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230204T053519_2303504_001/EMIT_L2B_MIN_001_20230204T053519_2303504_001.nc
EMIT_L2B_MIN_001_20230215T094741_2304606_023,2023-02-15T09:47:41.000Z,2023-02-15T09:47:53.000Z,2,84.8,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230215T094741_2304606_023/EMIT_L2B_MIN_001_20230215T094741_2304606_023.nc
EMIT_L2B_MIN_001_20230218T085739_2304906_038,2023-02-18T08:57:39.000Z,2023-02-18T08:57:50.000Z,2,97.0,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230218T085739_2304906_038/EMIT_L2B_MIN_001_20230218T085739_2304906_038.nc
EMIT_L2B_MIN_001_20230223T063506_2305404_031,2023-02-23T06:35:06.000Z,2023-02-23T06:35:17.000Z,2,77.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230223T063506_2305404_031/EMIT_L2B_MIN_001_20230223T063506_2305404_031.nc
EMIT_L2B_MIN_001_20230302T041400_2306103_009,2023-03-02T04:14:00.000Z,2023-03-02T04:14:12.000Z,2,90.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230302T041400_2306103_009/EMIT_L2B_MIN_001_20230302T041400_2306103_009.nc
EMIT_L2B_MIN_001_20230327T085953_2308606_003,2023-03-27T08:59:53.000Z,2023-03-27T09:00:05.000Z,2,86.3,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230327T085953_2308606_003/EMIT_L2B_MIN_001_20230327T085953_2308606_003.nc
EMIT_L2B_MIN_001_20230408T041508_2309803_003,2023-04-08T04:15:08.000Z,2023-04-08T04:15:20.000Z,2,102.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230408T041508_2309803_003/EMIT_L2B_MIN_001_20230408T041508_2309803_003.nc
EMIT_L2B_MIN_001_20230417T100443_2310707_042,2023-04-17T10:04:43.000Z,2023-04-17T10:04:55.000Z,2,89.1,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230417T100443_2310707_042/EMIT_L2B_MIN_001_20230417T100443_2310707_042.nc
EMIT_L2B_MIN_001_20230417T100455_2310707_043,2023-04-17T10:04:55.000Z,2023-04-17T10:05:07.000Z,2,88.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230417T100455_2310707_043/EMIT_L2B_MIN_001_20230417T100455_2310707_043.nc
EMIT_L2B_MIN_001_20230425T065036_2311505_042,2023-04-25T06:50:36.000Z,2023-04-25T06:50:48.000Z,2,92.4,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230425T065036_2311505_042/EMIT_L2B_MIN_001_20230425T065036_2311505_042.nc
EMIT_L2B_MIN_001_20230527T085328_2314706_011,2023-05-27T08:53:28.000Z,2023-05-27T08:53:40.000Z,2,97.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230527T085328_2314706_011/EMIT_L2B_MIN_001_20230527T085328_2314706_011.nc
EMIT_L2B_MIN_001_20230625T062243_2317604_037,2023-06-25T06:22:43.000Z,2023-06-25T06:22:55.000Z,2,99.5,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230625T062243_2317604_037/EMIT_L2B_MIN_001_20230625T062243_2317604_037.nc
EMIT_L2B_MIN_001_20230902T030406_2324502_004,2023-09-02T03:04:06.000Z,2023-09-02T03:04:18.000Z,2,89.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230902T030406_2324502_004/EMIT_L2B_MIN_001_20230902T030406_2324502_004.nc
EMIT_L2B_MIN_001_20230902T030418_2324502_005,2023-09-02T03:04:18.000Z,2023-09-02T03:04:30.000Z,2,91.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20230902T030418_2324502_005/EMIT_L2B_MIN_001_20230902T030418_2324502_005.nc
EMIT_L2B_MIN_001_20231004T052154_2327704_006,2023-10-04T05:21:54.000Z,2023-10-04T05:22:05.000Z,2,80.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231004T052154_2327704_006/EMIT_L2B_MIN_001_20231004T052154_2327704_006.nc
EMIT_L2B_MIN_001_20231018T084150_2329106_039,2023-10-18T08:41:50.000Z,2023-10-18T08:42:02.000Z,2,98.2,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231018T084150_2329106_039/EMIT_L2B_MIN_001_20231018T084150_2329106_039.nc
EMIT_L2B_MIN_001_20231025T061951_2329804_034,2023-10-25T06:19:51.000Z,2023-10-25T06:20:03.000Z,2,88.9,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231025T061951_2329804_034/EMIT_L2B_MIN_001_20231025T061951_2329804_034.nc
EMIT_L2B_MIN_001_20231026T053106_2329904_021,2023-10-26T05:31:06.000Z,2023-10-26T05:31:18.000Z,2,86.6,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/EMITL2BMIN.001/EMIT_L2B_MIN_001_20231026T053106_2329904_021/EMIT_L2B_MIN_001_20231026T053106_2329904_021.nc
